File.Name	Median.Number.of.Roots	Maximum.Number.of.Roots	Number.of.Root.Tips	Total.Root.Length.px	Depth.px	Maximum.Width.px	Width-to-Depth.Ratio	Network.Area.px2	Convex.Area.px2	Solidity	Lower.Root.Area.px2	Average.Diameter.px	Median.Diameter.px	Maximum.Diameter.px	Perimeter.px	Volume.px3	Surface.Area.px2	Holes	Average.Hole.Size.px2	Computation.Time.s	Average.Root.Orientation.deg	Shallow.Angle.Frequency	Medium.Angle.Frequency	Steep.Angle.Frequency	Root.Length.Diameter.Range.1.px	Root.Length.Diameter.Range.2.px	Root.Length.Diameter.Range.3.px	Projected.Area.Diameter.Range.1.px2	Projected.Area.Diameter.Range.2.px2	Projected.Area.Diameter.Range.3.px2	Surface.Area.Diameter.Range.1.px2	Surface.Area.Diameter.Range.2.px2	Surface.Area.Diameter.Range.3.px2	Volume.Diameter.Range.1.px3	Volume.Diameter.Range.2.px3	Volume.Diameter.Range.3.px3
w1-2-1-11	12	31	1921	139092.3357	3055	3097	1.013748	3412598	7006686.5	0.487049	3068824	63.810519	34.234486	663.291809	106250.1075	1336834800	28934538.6	550	2087.025455	1.115	45.807055	0.303975	0.347082	0.348943	794.281313	4493.450286	133804.6041	1585.734198	17366.30608	9190965.263	4981.730908	54557.85959	28874999.01	2490.865454	54085.47479	1336778224
w1-2-1-12	11	30	1787	111501.33	2775	3164	1.14018	2586523	6169690.5	0.419231	2337322	55.931186	34.058773	582.388184	88751.33234	747738877.6	20278840.16	401	2276.064838	0.996	43.93673	0.321002	0.358268	0.320729	769.967604	4108.82792	106622.5345	1539.935208	15781.29635	6437257.689	4837.849137	49606.50395	20224395.81	2418.924569	48976.46966	747687482.2
w1-2-1-13	10	37	2214	121706.3625	2764	3291	1.190666	2315630	5840447.5	0.396482	2040519	45.932998	28.284271	562.910278	93445.25816	591841982.7	18143174.76	642	1123.46729	0.988	44.411335	0.312416	0.385621	0.301963	945.974747	5876.559159	114883.8286	1886.292639	22769.80545	5750358.305	5925.963098	71533.45353	18065715.35	2962.981549	71133.88714	591767885.8
w1-2-1-3	10	28	1779	113352.547	3144	2953	0.939249	2644198	6743540	0.392108	2281548	56.224042	34.928497	535.850708	89493.977	783538723.5	20785620.76	428	2136.469626	1.018	43.869496	0.332331	0.337753	0.329916	802.293506	4468.729506	108081.524	1604.587012	17177.94687	6597019.985	5040.958769	53980.16132	20726599.64	2520.479384	53351.26419	783482851.8
w1-2-1-9	7	28	1398	106161.705	2964	3500	1.180837	2941786	7257580	0.40534	2719349	75.842362	44	740.931824	76414.56084	1523759975	26263844.49	356	1740.738764	1.117	43.090444	0.312554	0.415443	0.272003	495.943218	3270.867458	102394.8944	989.058008	12716.83032	8345946.401	3107.217372	39965.15035	26220772.12	1553.608686	39871.83698	1523718549
w1-3-1-23	9	33	2227	136519.6767	3648	3390	0.929276	3075892	8009173	0.384046	2823286	56.530759	35.777088	701.19043	109484.154	1106782555	25301113.51	469	2955.371002	1.247	45.487009	0.302056	0.364023	0.333921	874.607214	5129.400646	130515.6689	1739.557575	19792.23417	8031661.44	5464.981297	62210.95863	25233437.57	2732.490649	61697.87733	1106718125
w1-3-1-26	11	50	3232	194180.183	3648	4147	1.136787	4552673	10541292.5	0.431889	3885188	55.667784	34.525352	829.308167	145548.6687	1663408665	35061607.54	835	1652.243114	1.658	42.881367	0.343904	0.35628	0.299817	1414.207286	8410.398046	184355.5777	2817.100864	32417.60866	11124722.17	8850.183379	101842.9212	34950914.44	4425.091689	100781.5537	1663303458
w1-3-1-27	14	35	2395	150683.6681	2438	4017	1.647662	3174605	7183377	0.441938	2971748	50.802423	32.249031	598.29425	114760.7176	822187208.2	24689865.99	706	1398.532578	1.164	43.718707	0.304873	0.422091	0.273036	1128.472222	6433.573444	143121.6225	2242.802307	24784.07056	7831632.783	7045.971252	77889.55325	24604930.46	3522.985626	77064.2548	822106621
w1-3-1-29	6	42	2451	175503.4695	3648	4581	1.255757	4238880	12469100.5	0.339951	3785694	69.65888	34.409302	868.555115	125710.3175	2432856557	39991052.2	772	1042.959845	1.695	44.464753	0.302795	0.407688	0.289517	1170.371716	6654.536865	167678.5609	2331.086579	25758.26008	12701083.92	7323.32447	80936.01028	39902792.87	3661.662235	80265.3396	2432772630
w1-3-1-31	9	36	2177	142799.0419	3085	3550	1.150729	3353096	7776140	0.431203	2970046	62.120972	36	687.87207	104274.4496	1317144548	28788308.77	598	1133.692308	1.211	44.880845	0.297227	0.388239	0.314534	1062.98694	5771.664715	135964.3902	2116.317026	22407.81223	9138471.944	6648.606022	70410.26792	28711249.89	3324.303011	70116.83686	1317071107
w1-8-1-123	8	34	2333	150755.0676	3270	5166	1.579817	3707430	10810176.5	0.342957	3286877	65.345217	36.878178	742.778564	111104.9684	1505414564	31906099.81	496	2681.685484	1.689	43.845958	0.286669	0.443694	0.269637	925.205194	4867.02092	144962.8414	1841.925107	18675.31602	10135118.26	5786.578385	58702.05677	31841611.18	2893.289192	57887.03558	1505353784
w1-8-1-125	10	43	2589	230587.6823	3648	3800	1.041667	7374313	10967093.5	0.672404	6254568	98.680829	44.045429	1182.05249	148672.9744	7241797989	73946814.42	889	1281.399325	1.84	41.770978	0.368811	0.335291	0.295898	983.790981	5975.711396	223628.1799	1964.753534	23012.98679	23512398.78	6172.455269	72311.47985	73868330.49	3086.227635	71568.96347	7241723334
w1-8-1-126	7	27	1829	108912.9333	3567	2799	0.784693	2641261	6550388	0.403222	2256632	61.663719	35.777088	605.005798	83941.27203	1018090654	22049587.42	386	2382.673575	1.087	43.205358	0.3567	0.304278	0.339022	754.239682	4299.141628	103859.552	1503.650937	16527.07113	7000240.093	4723.858737	51935.37489	21992928.19	2361.929369	51316.04728	1018036976
w1-8-1-127	9	38	2758	146964.9424	3648	3511	0.962445	3171766	8456661	0.375061	2699298	52.063339	30.463093	746.385986	119073.8973	1089340167	24756204.49	605	2411.62314	1.411	43.892616	0.335454	0.341225	0.323321	1049.288455	6819.656706	139095.9972	2086.920056	26284.90117	7850990.875	6556.252718	82608.27357	24667039.96	3278.126359	81785.62865	1089255103
w1-8-1-129	11	32	1890	113859.1519	2537	4396	1.732755	2397180	7419964	0.323072	2174830	50.103497	31.304953	574.654663	92303.99986	647634369	18416934.72	481	1369.590437	1.15	44.100152	0.304686	0.414935	0.280379	646.198052	4133.930517	109079.0233	1282.739249	16064.07418	5844724.256	4029.844201	50480.82704	18362424.04	2014.9221	50318.96407	647582035.2
w1-9-1-141	12	34	2366	150588.5989	3304	3185	0.963983	3862573	7416454	0.520811	3345154	65.853706	38.418747	825.920105	111338.5061	1708930244	32302941.28	492	2025.656504	1.321	42.385686	0.368425	0.30821	0.323364	970.193001	5139.346822	144479.0591	1937.557575	19903.24465	10259861.82	6087.016643	62555.98642	32234298.28	3043.508321	62164.96665	1708865035
w1-9-1-142	5	37	1872	140604.2077	3264	4186	1.282475	4159441	9749508.5	0.426631	3485012	72.982582	36.496574	926.226746	112173.0029	2018933994	33110600.29	484	1800.892562	1.396	43.181429	0.322307	0.383383	0.29431	699.239682	4224.207645	135680.7604	1395.650937	16327.62717	10521367.55	4384.566731	51303.63934	33054912.09	2192.283365	50910.75669	2018880891
w1-9-1-146	4	19	720	37290.15762	2314	2710	1.171132	705393	3455832	0.204117	699070	38.12551	27.202942	273.875885	37346.11686	89956341.31	4547116.277	100	1046.92	0.581	44.54067	0.30635	0.387178	0.306472	319.249783	1818.670273	35152.23757	638.499567	6997.78908	1439745.776	2005.905548	21984.20276	4523126.168	1002.952774	21704.96345	89933633.4
w1-9-1-148	8	37	2615	168281.8244	3648	3528	0.967105	3742395	8754494.5	0.427483	3294115	66.374343	34	866.736389	124761.0893	2282713385	36887911.64	691	2160.509407	1.443	43.826482	0.320625	0.371914	0.307461	1307.011327	6922.058726	160052.7544	2611.194226	26803.41013	11711577.64	8203.308599	84233.4956	36795474.84	4101.654299	83713.09621	2282625570
w1-9-1-149	11	33	2306	161553.9613	3439	3257	0.947078	3955220	7975747	0.495906	3506306	61.988366	39.395432	650	115119.6308	1330695723	32501854.63	612	1569.323529	1.323	43.65921	0.322495	0.362036	0.315468	1067.773737	5553.201728	154932.9858	2132.719046	21357.35559	10321712.89	6700.134488	67096.11143	32428058.38	3350.067244	66318.66327	1330626054
w2-2-1-14	10	30	1539	121592.0044	2857	3932	1.376269	3087793	7303354.5	0.422791	2921971	71.663141	45.343136	598.441284	81844.06199	1320773358	28399951.36	449	1702.091314	1.2	44.987497	0.27442	0.43314	0.29244	665.51176	3468.624817	117457.8678	1331.02352	13402.36813	9024914.943	4181.533712	42104.78126	28353665.04	2090.766856	41740.39234	1320729527
w2-2-1-17	12	35	2054	154835.1052	2852	4101	1.437938	3864683	8466624	0.456461	3429679	67.85668	38.470768	690.926941	108024.5425	1587292308	33593079.58	639	1098.461659	1.346	44.803279	0.304211	0.382456	0.313333	873.406204	5642.042348	148319.6566	1743.983982	21837.14758	10668751.5	5478.887264	68603.42242	33518997.27	2739.443632	68113.24325	1587221455
w2-2-1-18	16	46	3531	226829.0684	3648	4196	1.150219	4783630	12275667	0.389684	4197667	64.723637	28.84441	928.77771	186714.0175	3359514610	47860157.68	910	2124.052747	1.795	44.022229	0.309636	0.401767	0.288598	1496.0601	9545.132245	215787.876	2969.492783	36867.41933	15194118.55	9328.936712	115822.4137	47735006.33	4664.468356	114812.2087	3359395134
w2-2-1-19	12	35	2057	136231.1608	2885	3183	1.103293	3426207	7289663	0.470009	3173201	63.986214	34.058773	764.826782	104362.2455	1571409839	28547309.91	551	1962.206897	1.103	45.936562	0.30122	0.341897	0.356883	654.570635	4855.33968	130721.2505	1309.141269	18757.19709	9066720.788	4112.788593	58927.47258	28484269.65	2056.394297	58469.69411	1571349313
w2-2-1-20	14	46	3075	200644.9768	3308	4042	1.221886	5162759	9298375	0.555232	4280053	73.649897	31.622776	1100.727051	151643.5008	4001547123	48595061.53	871	1494.346728	1.672	44.189473	0.324808	0.35409	0.321101	1645.515944	8732.292491	190267.1683	3276.546607	33777.6267	15430324.62	10293.57475	106115.5439	48478652.41	5146.787375	105339.9478	4001436637
w2-3-1-35	9	30	1637	101769.2936	2734	3942	1.441843	2157090	6360939.5	0.339115	1901059	47.753553	28.84441	505.715332	88089.81538	508609854.5	15581423.2	460	1781.18913	1.157	44.164284	0.315954	0.383724	0.300322	641.038672	3724.957862	97403.29704	1275.248917	14422.39487	4943942.631	4006.312629	45309.28977	15532107.6	2003.156314	44994.19315	508562857.2
w2-3-1-37	9	40	2282	165586.2026	3251	4116	1.266072	4454654	9452068	0.471289	3740772	72.618413	36.496574	1000.018005	132792.8166	2696453629	38830056.66	537	2542.243948	1.606	44.0514	0.321058	0.362652	0.31629	1141.158513	6227.370342	158217.6737	2279.488599	24133.32577	12332672.24	7161.224636	75817.07896	38747078.36	3580.612318	75316.76316	2696374731
w2-3-1-38	11	42	2513	175065.6748	2953	5472	1.853031	4047928	12010009.5	0.337046	3637006	59.238581	34.176014	644.912415	137779.9408	1445109097	33382033.12	744	2443.52957	1.625	43.391244	0.320577	0.395192	0.284232	943.175757	5876.640328	168245.8588	1883.523087	22748.02998	10600748.98	5917.262292	71479.09348	33304636.77	2958.631146	70987.08316	1445035152
w2-3-1-39	11	31	1659	110073.2493	2530	3695	1.460474	2865039	7108896.5	0.403022	2501984	64.250981	38.209946	605.352783	89710.05853	976714277.8	22627855.98	317	3039.744479	1.028	43.077378	0.341237	0.350872	0.307891	575.813275	3386.600431	106110.8356	1143.141269	13021.66608	7188092.079	3591.284213	40908.77049	22583355.93	1795.642106	40444.63339	976672037.5
w2-3-1-40	12	30	1612	90601.18934	2255	2400	1.064302	2004868	4183146	0.479273	1772668	50.313321	30	507.235657	77908.59288	479079673.5	14655796.26	369	2086.747967	0.721	44.345821	0.338849	0.315504	0.345647	626.126984	3818.761902	86156.30045	1243.768686	14741.88111	4648962.909	3907.414567	46341.08464	14605547.76	1953.707283	45961.32816	479031758.5
w2-8-1-131	7	40	2257	158877.7544	3648	4327	1.186129	4056774	10534316.5	0.385101	3505421	70.291978	36.769554	888.029297	121133.5288	2374183620	36547002.01	620	1784.274194	1.616	44.480668	0.311015	0.374279	0.314706	893.163564	5480.218972	152504.3718	1772.184992	21103.65782	11609933.4	5567.483351	66299.09636	36475135.43	2783.741675	65587.18875	2374115249
w2-8-1-132	5	25	1502	97965.99416	3070	3630	1.18241	2373407	7174753	0.3308	2089863	65.069803	39.293766	639.640503	74248.41748	892576785.7	20515548.52	303	2061.821782	1.089	43.210256	0.305821	0.42406	0.270119	385.333044	2923.581095	94657.08002	770.666089	11289.89093	6517619.057	2421.118923	35468.23839	20477659.17	1210.559462	35141.90509	892540433.2
w2-8-1-133	6	35	1893	134048.2881	3648	3673	1.006853	3606199	8340354.5	0.43238	3267587	65.121947	40.049969	630.139648	100899.1465	1184632160	28286895.22	475	2322.64	1.436	44.378707	0.300428	0.396038	0.303534	521.286363	3627.494875	129899.5069	1040.572727	13907.20125	8988691.251	3269.055633	43722.58243	28239903.58	1634.527817	43099.43896	1184587426
w2-8-1-135	7	35	2063	135768.1221	3121	3880	1.243191	3442927	7447044.5	0.462321	2884568	67.57288	34	819.853638	104676.0112	1757572271	29800776.57	518	1559.26834	1.281	45.011779	0.303875	0.364083	0.332042	775.778787	4685.393503	130306.9498	1546.729148	18148.42271	9465923.176	4859.192927	57014.95146	29738902.43	2429.596464	56740.45342	1757513101
w2-8-1-140	12	31	2313	163561.5041	3648	3812	1.044956	4321548	8823303	0.489788	4321548	71.734869	34.058773	870.494141	125603.3992	2334285795	37924878.93	620	3023.317742	1.554	45.131029	0.304235	0.366178	0.329587	702.624458	4913.731599	157945.148	1393.935208	19082.32429	12051086.46	4379.17661	59962.93942	37860536.82	2189.588305	59742.05889	2334223863
w2-9-1-151	8	37	1817	118760.398	2850	3469	1.217193	2863735	5969097	0.47976	2600937	64.727263	34.928497	631.319275	91714.96307	1295906265	25405716.29	482	2018.763485	1.077	44.683655	0.312311	0.358538	0.32915	787.636652	4471.680733	113501.0806	1570.444876	17261.99015	8067584.812	4933.698086	54230.14144	25346552.45	2466.849043	53735.71172	1295850063
w2-9-1-152	9	29	1449	110922.8989	3204	3736	1.166042	3188194	6850054.5	0.465426	2590857	74.451012	38.832977	695.611938	90651.72844	1482814426	26708212.21	319	2431.07837	1.217	45.695965	0.289456	0.377444	0.3331	411.989899	2773.716088	107737.1929	817.15137	10663.30036	8489911.246	2567.156742	33513.7957	26672131.26	1283.578371	33139.22704	1482780003
w2-9-1-153	10	43	3089	188596.7087	3648	4790	1.313048	4467096	13484513	0.331276	4069801	54.259314	33.526108	653.351379	157698.3938	1340015230	33021177.02	769	2995.73472	1.893	46.369759	0.277864	0.382625	0.339511	1348.052957	7519.972506	179728.6832	2668.306925	29018.02656	10478946.65	8382.733432	91190.91831	32921603.37	4191.366716	90392.07848	1339920646
w2-9-1-154	11	28	1829	128997.0524	3648	4191	1.148849	3533723	9981953.5	0.354011	2953927	75.749038	36.715118	928.568787	104541.3155	2504151515	32224193.49	470	2598.774468	1.53	45.33448	0.297033	0.359177	0.34379	613.126984	3967.325394	124416.6001	1221.42554	15268.72157	10240345.45	3837.221504	47968.1035	32172388.17	1918.610752	47478.71471	2504102117
w2-9-1-159	10	37	2556	185958.5791	3320	3561	1.07259	5160856	8609533.5	0.599435	4341239	76.934844	37.202152	1056.320068	131517.576	3605600957	46623340.82	760	1907.455263	1.524	44.12645	0.303951	0.397441	0.298609	1143.957503	6762.852665	178051.7689	2285.086579	26220.79295	14811546.72	7178.811208	82417.19939	46533744.81	3589.405604	82011.18259	3605515356
d1-12-1-160	7	19	984	40369.74167	2127	2211	1.039492	671273	3198857	0.209848	671273	30.635297	21.540659	333.730438	43437.04355	74833287.36	3989624.299	123	1917.804878	0.571	46.842239	0.28025	0.372262	0.347488	280.693434	2101.500792	37987.54745	555.730014	8086.743539	1261186.066	1745.87733	25423.02563	3962455.397	872.938665	25165.89271	74807248.53
d1-12-1-162	1	21	666	32060.14017	2465	2477	1.004868	520387	3289573	0.158193	475259	28.704461	19.697716	233.657867	38810.39694	49060420.58	2919385.886	92	1998.652174	0.593	44.968078	0.343838	0.302416	0.353745	128.710678	1093.300649	30838.12884	257.421356	4249.999917	924651.6584	808.713042	13351.76852	2905225.405	404.356521	13334.9496	49046681.28
d1-12-1-164	4	13	457	22892.02639	1796	1913	1.065145	412950	2099018.5	0.196735	412950	31.969016	24.166092	287.123657	27056.76896	41495396.93	2335823.011	48	835.416667	0.439	47.949961	0.279307	0.331869	0.388824	82.769553	757.198052	22052.05879	165.539105	2945.71899	740404.2987	520.056437	9254.24914	2326048.706	260.028218	9223.509839	41485913.39
d1-12-1-170	9	22	946	72533.56727	2366	3725	1.574387	1787056	5435464	0.328777	1592919	57.505864	29.732138	493.323425	65638.16208	562216558.5	13331110.88	312	1870.625	0.906	45.357405	0.31327	0.35439	0.33234	447.558441	2410.863274	69675.14555	895.116882	9404.206551	4232957.655	2812.092622	29544.18621	13298754.6	1406.046311	29557.6199	562185594.9
d1-12-1-171	11	28	1238	82196.29086	2273	2274	1.00044	1502395	3480047.5	0.431717	1410827	37.567073	24.166092	390.778717	76479.84108	221817011.6	9932578.208	449	1196.899777	0.745	47.640013	0.293148	0.317143	0.389709	511.244733	3134.664356	78550.38177	1020.489465	12179.79433	3148274.25	3205.962208	38278.00201	9891094.243	1602.981104	38207.92123	221777200.7
d1-13-1-201	4	12	302	15359.49963	1576	2198	1.39467	247204	1892133	0.130648	236974	26.796052	20.099751	216.480942	19858.81701	19144833.32	1306809.937	38	430.289474	0.359	48.567254	0.243754	0.381099	0.375147	68.769553	614.91378	14675.8163	137.539105	2388.679263	413413.8961	432.091843	7504.257226	1298873.588	216.045921	7479.77268	19137137.5
d1-13-1-203	9	21	1068	65425.92449	2511	3476	1.384309	1462689	5791918.5	0.25254	1346683	50.374581	29.732138	516.18988	61697.71648	390389136.6	10651732.35	214	2316.724299	0.798	46.567661	0.299852	0.331565	0.368583	240.007143	1954.29769	63231.61965	480.014285	7579.314878	3382272.854	1508.009352	23825.16957	10626399.17	754.004676	23712.317	390364670.3
d1-13-1-205	12	30	1397	123050.5509	2613	3607	1.380406	3383381	7211882	0.46914	3089310	76.113029	34.409302	778.832458	92882.26964	1845660053	30608867.71	541	1016.042514	1.043	47.694995	0.279327	0.35106	0.369612	439.27417	2980.64502	119630.6317	875.719913	11638.09861	9730455.623	2751.155245	36562.16509	30569554.39	1375.577622	36588.7949	1845622089
d1-13-1-208	10	23	697	51735.83005	1746	2809	1.60882	1154657	3352680.5	0.344398	1154657	50.166193	28.635643	371.203461	48206.46807	233870114.2	8211243.076	193	630.766839	0.609	45.230879	0.27263	0.421073	0.306297	178.752309	1473.510893	50083.56685	357.504617	5765.934624	2607444.199	1123.13388	18114.21786	8192005.724	561.56694	18161.55342	233851391
d1-13-1-210	7	32	1016	76351.18285	2567	3178	1.238021	2325401	5722219	0.406381	1812722	75.957535	38.418747	746.728882	65737.54772	1139238878	18669669.2	235	2681.208511	0.846	44.970061	0.318198	0.344869	0.336933	298.735065	1840.327127	74212.12066	585.813275	7106.086503	5934990.48	1849.272448	22324.42915	18645495.5	924.636224	22153.82546	1139215799
d1-18-1-321	7	17	645	36877.25899	1690	2557	1.513018	695986	2694588	0.25829	633604	38.033362	25.455845	301.628906	36956.68244	98144420.03	4444126.909	145	1588.606897	0.48	43.169068	0.3149	0.390468	0.294632	176.409163	1242.780879	35458.06895	352.818326	4869.800658	1409328.912	1108.411461	15298.92997	4427719.567	554.20573	15353.79803	98128512.03
d1-18-1-323	9	31	830	65262.36309	1780	3408	1.914607	1343369	3946638.5	0.340383	1286648	46.598918	26.683329	492.442902	58184.4491	298617759.4	9779350.853	321	850.249221	0.693	45.932374	0.323231	0.335423	0.341346	219.409163	1784.569768	63258.38416	438.818326	6867.783835	3105550.244	1378.588429	21575.77924	9756396.485	689.294214	21329.16529	298595741
d1-18-1-326	2	27	994	58583.79209	3648	3202	0.877741	1098824	6631584	0.165696	1098824	36.857531	26.683329	411.032837	56026.30941	142774128.2	6876664.051	255	843.831373	0.987	44.705051	0.304038	0.399622	0.296341	273.107648	1771.528137	56539.15631	546.215295	6849.939576	2181217.098	1715.98596	21533.76948	6853414.295	857.99298	21383.29635	142751886.9
d1-18-1-328	7	25	944	60248.67016	2034	2623	1.289577	1491801	3321922	0.449078	1111983	60.479241	30.265491	533.190369	50411.55812	526745266.1	11778136.74	244	1017.803279	0.658	45.205376	0.312345	0.355718	0.331937	209.409163	1861.368758	58177.89224	411.161472	7221.184706	3741273.268	1291.701859	22686.02082	11754159.02	645.850929	22597.98298	526722022.3
d1-18-1-330	9	27	1078	82929.94042	2276	3277	1.439807	1951885	5468214	0.356951	1591277	56.068003	32	571.992981	70597.86597	614895731.2	15050843.01	368	759.057065	0.852	46.620822	0.285263	0.367079	0.347658	266.279221	2262.459162	80401.20204	529.730014	8798.102503	4780489.883	1664.195921	27668.15345	15021510.66	832.09796	27629.21714	614867269.8
d1-19-1-341	5	22	842	44264.65112	2246	3114	1.386465	819932	4774491.5	0.171732	695525	37.223704	24	358.217804	45878.17717	128542707	5231272.872	170	1137.952941	0.706	43.788568	0.299711	0.428327	0.271962	295.592929	1800.907863	42168.15033	576.700577	6956.221359	1657552.296	1811.758296	21853.61392	5207607.5	905.879148	21660.77105	128520140.4
